student_id,timestamp,frame_idx,attention_status,gaze,yaw_angle_deg,attention_score,distraction_events,yawning_count,eye_closure_duration_sec,focus_quality,session_duration_minutes
1a3a4875,2025-08-01T17:46:39.416987,8,Not attentive,Center,34.2395790444419,0.0,1,0,0,,0.02
fc8e3dfa,2025-08-01T17:46:39.481219,9,Attentive,Center,-14.506845342094193,100.0,0,0,0,,0.02
1a3a4875,2025-08-01T17:46:39.481219,9,Not attentive,Center,34.482415603001776,0.0,1,0,0,,0.02
fc8e3dfa,2025-08-01T17:46:39.548126,10,Attentive,Center,-14.287043625261033,100.0,0,0,0,,0.02
1a3a4875,2025-08-01T17:46:39.548126,10,Not attentive,Center,33.042608146900974,0.0,1,0,0,,0.02
fc8e3dfa,2025-08-01T17:46:39.641976,11,Attentive,Center,-15.054814705016032,100.0,0,0,0,,0.02
1a3a4875,2025-08-01T17:46:39.641976,11,Not attentive,Center,33.31844180515293,0.0,1,0,0,,0.02
fc8e3dfa,2025-08-01T17:46:39.709645,12,Attentive,Center,-14.107571692477256,100.0,0,0,0,,0.02
1a3a4875,2025-08-01T17:46:39.709645,12,Not attentive,Center,30.738433227474022,0.0,1,0,0,,0.02
fc8e3dfa,2025-08-01T17:46:39.792121,13,Attentive,Center,-14.092688791518686,100.0,0,0,0,,0.03
1a3a4875,2025-08-01T17:46:39.792121,13,Attentive,Center,20.54823423439411,9.1,1,0,0,,0.03
fc8e3dfa,2025-08-01T17:46:39.927535,14,Attentive,Center,-13.419224076177473,100.0,0,0,0,,0.03
1a3a4875,2025-08-01T17:46:39.927535,14,Attentive,Center,2.34539381399595,16.7,1,0,0,,0.03
fc8e3dfa,2025-08-01T17:46:40.007214,15,Attentive,Center,-16.12501622821386,100.0,0,0,0,,0.03
1a3a4875,2025-08-01T17:46:40.007214,15,Attentive,Center,-3.626208469052361,23.1,1,0,0,,0.03
fc8e3dfa,2025-08-01T17:46:40.066959,16,Attentive,Center,-16.87250345114833,100.0,0,0,0,,0.03
1a3a4875,2025-08-01T17:46:40.066959,16,Attentive,Center,-5.92308213791827,28.6,1,0,0,,0.03
fc8e3dfa,2025-08-01T17:46:40.139715,17,Attentive,Center,-16.209502588452782,100.0,0,0,0,,0.03
1a3a4875,2025-08-01T17:46:40.139715,17,Attentive,Center,-5.77464585242406,33.3,1,0,0,,0.03
fc8e3dfa,2025-08-01T17:46:40.221847,18,Attentive,Center,-15.299459183544982,100.0,0,0,0,,0.03
1a3a4875,2025-08-01T17:46:40.221847,18,Attentive,Center,-7.038484911859691,37.5,1,0,0,,0.03
fc8e3dfa,2025-08-01T17:46:40.274253,19,Attentive,Center,-16.091197208600256,100.0,0,0,0,,0.03
1a3a4875,2025-08-01T17:46:40.274253,19,Attentive,Center,-6.576159486215372,41.2,1,0,0,,0.03
fc8e3dfa,2025-08-01T17:46:40.341822,20,Attentive,Center,-17.60851832919852,100.0,0,0,0,,0.03
1a3a4875,2025-08-01T17:46:40.341822,20,Attentive,Center,-6.636135992129629,44.4,1,0,0,,0.03
fc8e3dfa,2025-08-01T17:46:40.416043,21,Attentive,Center,-16.892203012527432,100.0,0,0,0,,0.04
1a3a4875,2025-08-01T17:46:40.416043,21,Attentive,Center,-7.203277693004136,47.4,1,0,0,,0.04
fc8e3dfa,2025-08-01T17:46:40.467548,22,Attentive,Center,-17.995476335784733,100.0,0,0,0,,0.04
1a3a4875,2025-08-01T17:46:40.467548,22,Attentive,Center,-6.848963409317865,50.0,1,0,0,,0.04
fc8e3dfa,2025-08-01T17:46:40.519758,23,Attentive,Center,-18.805965355360755,100.0,0,0,0,,0.04
1a3a4875,2025-08-01T17:46:40.519758,23,Attentive,Center,-4.548054566804884,52.4,1,0,0,,0.04
fc8e3dfa,2025-08-01T17:46:40.585667,24,Attentive,Center,-19.319528738196514,100.0,0,0,0,,0.04
1a3a4875,2025-08-01T17:46:40.585667,24,Attentive,Center,-0.7819707963987249,54.5,1,0,0,,0.04
fc8e3dfa,2025-08-01T17:46:40.627478,25,Attentive,Center,-19.98074542598237,100.0,0,0,0,,0.04
1a3a4875,2025-08-01T17:46:40.627478,25,Attentive,Center,2.6414997797315216,56.5,1,0,0,,0.04
fc8e3dfa,2025-08-01T17:46:40.662142,26,Attentive,Center,-19.83955669452343,100.0,0,0,0,,0.04
1a3a4875,2025-08-01T17:46:40.662142,26,Attentive,Center,7.261686704327793,58.3,1,0,0,,0.04
fc8e3dfa,2025-08-01T17:46:40.727039,27,Attentive,Center,-18.880774473496857,100.0,0,0,0,,0.04
1a3a4875,2025-08-01T17:46:40.727039,27,Attentive,Center,10.816864261560767,60.0,1,0,0,,0.04
fc8e3dfa,2025-08-01T17:46:40.767740,28,Attentive,Center,-19.76134282649181,100.0,0,0,0,,0.04
1a3a4875,2025-08-01T17:46:40.767740,28,Attentive,Center,12.15270993349571,61.5,1,0,0,,0.04
fc8e3dfa,2025-08-01T17:46:40.804544,29,Attentive,Center,-18.41087523504378,100.0,0,0,0,,0.04
1a3a4875,2025-08-01T17:46:40.804544,29,Attentive,Center,15.478680656746086,63.0,1,0,0,,0.04
fc8e3dfa,2025-08-01T17:46:40.852820,30,Attentive,Center,-17.316299287912862,100.0,0,0,0,,0.04
1a3a4875,2025-08-01T17:46:40.852820,30,Attentive,Center,14.923045559447402,64.3,1,0,0,,0.04
fc8e3dfa,2025-08-01T17:46:40.906772,31,Attentive,Center,-18.153658416380452,100.0,0,0,0,,0.04
1a3a4875,2025-08-01T17:46:40.906772,31,Attentive,Center,14.550424353975421,65.5,1,0,0,,0.04
fc8e3dfa,2025-08-01T17:46:40.979889,32,Attentive,Center,-18.193168289965513,100.0,0,0,0,,0.04
1a3a4875,2025-08-01T17:46:40.979889,32,Attentive,Center,17.168980922913917,66.7,1,0,0,,0.04
fc8e3dfa,2025-08-01T17:46:41.046601,33,Attentive,Center,-18.784582886251176,100.0,0,0,0,,0.05
1a3a4875,2025-08-01T17:46:41.046601,33,Attentive,Center,16.55514449514074,67.7,1,0,0,,0.05
fc8e3dfa,2025-08-01T17:46:41.103502,34,Attentive,Center,-21.193648520880505,100.0,0,0,0,,0.05
1a3a4875,2025-08-01T17:46:41.103502,34,Attentive,Center,16.046714826977478,68.8,1,0,0,,0.05
fc8e3dfa,2025-08-01T17:46:41.179262,35,Attentive,Center,-19.838319300733524,100.0,0,0,0,,0.05
1a3a4875,2025-08-01T17:46:41.179262,35,Attentive,Center,15.98543914207983,69.7,1,0,0,,0.05
fc8e3dfa,2025-08-01T17:46:41.240838,36,Attentive,Center,-22.464427034113392,100.0,0,0,0,,0.05
1a3a4875,2025-08-01T17:46:41.240838,36,Attentive,Center,17.64904828405842,70.6,1,0,0,,0.05
fc8e3dfa,2025-08-01T17:46:41.308586,37,Attentive,Center,-22.588888789845967,100.0,0,0,0,,0.05
1a3a4875,2025-08-01T17:46:41.308586,37,Attentive,Center,15.410022928312731,71.4,1,0,0,,0.05
fc8e3dfa,2025-08-01T17:46:41.377794,38,Attentive,Center,-23.71236060106957,100.0,0,0,0,,0.05
1a3a4875,2025-08-01T17:46:41.377794,38,Attentive,Center,15.93590535929196,72.2,1,0,0,,0.05
fc8e3dfa,2025-08-01T17:46:41.448298,39,Attentive,Center,-24.090822498763334,100.0,0,0,0,,0.05
1a3a4875,2025-08-01T17:46:41.448298,39,Attentive,Center,12.796032582936983,73.0,1,0,0,,0.05
fc8e3dfa,2025-08-01T17:46:41.511356,40,Not attentive,Center,-25.057340890617454,97.4,1,0,0,,0.05
1a3a4875,2025-08-01T17:46:41.511356,40,Attentive,Center,13.858348458575394,73.7,1,0,0,,0.05
fc8e3dfa,2025-08-01T17:46:41.589607,41,Attentive,Center,-24.554766460353893,97.4,1,0,0,,0.06
1a3a4875,2025-08-01T17:46:41.589607,41,Attentive,Center,10.697176550221982,74.4,1,0,0,,0.06
fc8e3dfa,2025-08-01T17:46:41.642651,42,Not attentive,Center,-25.46205213530098,95.0,2,0,0,,0.06
1a3a4875,2025-08-01T17:46:41.642651,42,Attentive,Center,11.619000047174648,75.0,1,0,0,,0.06
fc8e3dfa,2025-08-01T17:46:41.708670,43,Attentive,Center,-23.80836256924294,95.1,2,0,0,,0.06
1a3a4875,2025-08-01T17:46:41.708670,43,Attentive,Center,11.157048742104118,75.6,1,0,0,,0.06
fc8e3dfa,2025-08-01T17:46:41.789153,44,Attentive,Center,-22.969516012607283,95.2,2,0,0,,0.06
1a3a4875,2025-08-01T17:46:41.789153,44,Attentive,Center,15.23789619432819,76.2,1,0,0,,0.06
fc8e3dfa,2025-08-01T17:46:41.839995,45,Attentive,Center,-20.66421570639804,95.3,2,0,0,,0.06
1a3a4875,2025-08-01T17:46:41.839995,45,Attentive,Center,20.225525087377175,76.7,1,0,0,,0.06
fc8e3dfa,2025-08-01T17:46:41.902450,46,Attentive,Center,-20.299919965348266,95.5,2,0,0,,0.06
1a3a4875,2025-08-01T17:46:41.902450,46,Attentive,Center,21.89561786275731,77.3,1,0,0,,0.06
fc8e3dfa,2025-08-01T17:46:41.947477,47,Attentive,Center,-20.627157637762192,95.6,2,0,0,,0.06
1a3a4875,2025-08-01T17:46:41.947477,47,Attentive,Center,23.719306590920315,77.8,1,0,0,,0.06
fc8e3dfa,2025-08-01T17:46:42.007822,48,Attentive,Center,-20.170424435668412,95.7,2,0,0,,0.06
1a3a4875,2025-08-01T17:46:42.007822,48,Attentive,Center,24.68305136802437,78.3,1,0,0,,0.06
fc8e3dfa,2025-08-01T17:46:42.077768,49,Attentive,Center,-21.319183342143017,95.7,2,0,0,,0.06
1a3a4875,2025-08-01T17:46:42.077768,49,Not attentive,Center,26.359751264890374,76.6,2,0,0,,0.06
fc8e3dfa,2025-08-01T17:46:42.137976,50,Attentive,Center,-21.247586600675298,95.8,2,0,0,,0.06
1a3a4875,2025-08-01T17:46:42.137976,50,Not attentive,Center,26.986981115261106,75.0,2,0,0,,0.06
fc8e3dfa,2025-08-01T17:46:42.205234,51,Attentive,Center,-19.992952939164226,95.9,2,0,0,,0.07
1a3a4875,2025-08-01T17:46:42.205234,51,Not attentive,Center,26.836839251771863,73.5,2,0,0,,0.07
fc8e3dfa,2025-08-01T17:46:42.268113,52,Attentive,Center,-18.48309120625701,96.0,2,0,0,,0.07
1a3a4875,2025-08-01T17:46:42.268113,52,Not attentive,Center,26.972928642345472,72.0,2,0,0,,0.07
fc8e3dfa,2025-08-01T17:46:42.332554,53,Attentive,Center,-19.6664445976714,96.1,2,0,0,,0.07
1a3a4875,2025-08-01T17:46:42.332554,53,Not attentive,Center,29.255491600138672,70.6,2,0,0,,0.07
fc8e3dfa,2025-08-01T17:46:42.409404,54,Attentive,Center,-21.246583904688546,96.2,2,0,0,,0.07
1a3a4875,2025-08-01T17:46:42.409404,54,Not attentive,Center,28.18393631931158,69.2,2,0,0,,0.07
fc8e3dfa,2025-08-01T17:46:42.483552,55,Attentive,Center,-21.706186451651686,96.2,2,0,0,,0.07
1a3a4875,2025-08-01T17:46:42.483552,55,Not attentive,Center,27.912211195471148,67.9,2,0,0,,0.07
fc8e3dfa,2025-08-01T17:46:42.539527,56,Attentive,Center,-22.3146007337866,96.3,2,0,0,,0.07
1a3a4875,2025-08-01T17:46:42.539527,56,Not attentive,Center,29.047287197453215,66.7,2,0,0,,0.07
fc8e3dfa,2025-08-01T17:46:42.602442,57,Attentive,Center,-22.7829004846473,96.4,2,0,0,,0.07
1a3a4875,2025-08-01T17:46:42.602442,57,Not attentive,Center,30.421503551454283,65.5,2,0,0,,0.07
fc8e3dfa,2025-08-01T17:46:42.662700,58,Not attentive,Center,-25.938358792420583,94.6,3,0,0,,0.07
1a3a4875,2025-08-01T17:46:42.662700,58,Not attentive,Center,31.166517322725696,64.3,2,0,0,,0.07
fc8e3dfa,2025-08-01T17:46:42.697302,59,Not attentive,Center,-26.307968942324486,93.0,3,0,0,,0.07
1a3a4875,2025-08-01T17:46:42.697302,59,Not attentive,Center,33.69862465908533,63.2,2,0,0,,0.07
fc8e3dfa,2025-08-01T17:46:42.727101,60,Not attentive,Center,-27.0362406495554,91.4,3,0,0,,0.07
1a3a4875,2025-08-01T17:46:42.727101,60,Not attentive,Center,34.476515824271196,62.1,2,0,0,,0.07
fc8e3dfa,2025-08-01T17:46:42.767561,61,Not attentive,Center,-28.377829281939693,89.8,3,0,0,,0.07
1a3a4875,2025-08-01T17:46:42.767561,61,Not attentive,Center,35.12693395331707,61.0,2,0,0,,0.07
fc8e3dfa,2025-08-01T17:46:42.803978,62,Not attentive,Center,-27.894157219734822,88.3,3,0,0,,0.08
1a3a4875,2025-08-01T17:46:42.803978,62,Not attentive,Center,34.10895700400626,60.0,2,0,0,,0.08
fc8e3dfa,2025-08-01T17:46:42.862220,63,Not attentive,Center,-27.22303893047083,86.9,3,0,0,,0.08
1a3a4875,2025-08-01T17:46:42.862220,63,Not attentive,Center,35.764803402829855,59.0,2,0,0,,0.08
fc8e3dfa,2025-08-01T17:46:42.893680,64,Not attentive,Center,-26.422943966855108,85.5,3,0,0,,0.08
1a3a4875,2025-08-01T17:46:42.893680,64,Not attentive,Center,34.96055623240379,58.1,2,0,0,,0.08
fc8e3dfa,2025-08-01T17:46:42.928230,65,Not attentive,Center,-26.441117010995534,84.1,3,0,0,,0.08
1a3a4875,2025-08-01T17:46:42.928230,65,Not attentive,Center,35.95018120823514,57.1,2,0,0,,0.08
fc8e3dfa,2025-08-01T17:46:42.959968,66,Not attentive,Center,-26.597620379605253,82.8,3,0,0,,0.08
1a3a4875,2025-08-01T17:46:42.959968,66,Not attentive,Center,36.33505614516039,56.2,2,0,0,,0.08
fc8e3dfa,2025-08-01T17:46:43.016901,67,Not attentive,Center,-26.24148084538558,81.5,3,0,0,,0.08
1a3a4875,2025-08-01T17:46:43.016901,67,Not attentive,Center,35.10776823508175,55.4,2,0,0,,0.08
fc8e3dfa,2025-08-01T17:46:43.061218,68,Attentive,Center,-24.7492889555164,81.8,3,0,0,,0.08
1a3a4875,2025-08-01T17:46:43.061218,68,Not attentive,Center,34.614276716512485,54.5,2,0,0,,0.08
fc8e3dfa,2025-08-01T17:46:43.099672,69,Attentive,Center,-24.687005206347575,82.1,3,0,0,,0.08
1a3a4875,2025-08-01T17:46:43.099672,69,Not attentive,Center,34.29105500572817,53.7,2,0,0,,0.08
fc8e3dfa,2025-08-01T17:46:43.137672,70,Attentive,Center,-24.772913066364474,82.4,3,0,0,,0.08
1a3a4875,2025-08-01T17:46:43.137672,70,Not attentive,Center,35.19886230166021,52.9,2,0,0,,0.08
fc8e3dfa,2025-08-01T17:46:43.203401,71,Not attentive,Center,-25.09878146774013,81.2,4,0,0,,0.08
1a3a4875,2025-08-01T17:46:43.203401,71,Not attentive,Center,34.203559180337535,52.2,2,0,0,,0.08
fc8e3dfa,2025-08-01T17:46:43.266336,72,Not attentive,Right,-27.55446054665947,80.0,4,0,0,,0.08
1a3a4875,2025-08-01T17:46:43.266336,72,Not attentive,Center,31.291819631866076,51.4,2,0,0,,0.08
fc8e3dfa,2025-08-01T17:46:43.343313,73,Not attentive,Center,-34.4909978508505,78.9,4,0,0,,0.08
1a3a4875,2025-08-01T17:46:43.343313,73,Not attentive,Center,32.14823932880908,50.7,2,0,0,,0.08
fc8e3dfa,2025-08-01T17:46:43.397190,74,Not attentive,Center,-41.69604010852059,77.8,4,0,0,,0.09
1a3a4875,2025-08-01T17:46:43.397190,74,Not attentive,Center,31.791569394768757,50.0,2,0,0,,0.09
fc8e3dfa,2025-08-01T17:46:43.464738,75,Not attentive,Left,-49.078889202736626,76.7,4,0,0,,0.09
1a3a4875,2025-08-01T17:46:43.464738,75,Not attentive,Center,31.16993377221819,49.3,2,0,0,,0.09
fc8e3dfa,2025-08-01T17:46:43.541654,76,Not attentive,Left,-9.432803262529072,75.7,4,0,0,,0.09
1a3a4875,2025-08-01T17:46:43.541654,76,Not attentive,Center,31.016399260880288,48.6,2,0,0,,0.09
fc8e3dfa,2025-08-01T17:46:43.611348,77,Not attentive,Left,-6.257745952951982,74.7,4,0,0,,0.09
1a3a4875,2025-08-01T17:46:43.611348,77,Not attentive,Center,33.052910805150574,48.0,2,0,0,,0.09
fc8e3dfa,2025-08-01T17:46:43.674010,78,Attentive,Center,2.9574016673463714,75.0,4,0,0,,0.09
1a3a4875,2025-08-01T17:46:43.674010,78,Not attentive,Center,32.86309020418887,47.4,2,0,0,,0.09
fc8e3dfa,2025-08-01T17:46:43.731254,79,Attentive,Center,-4.900480237359923,75.3,4,0,0,,0.09
1a3a4875,2025-08-01T17:46:43.731254,79,Not attentive,Center,32.932675918425495,46.8,2,0,0,,0.09
fc8e3dfa,2025-08-01T17:46:43.807538,80,Not attentive,Right,-18.185627190718,74.4,5,0,0,,0.09
1a3a4875,2025-08-01T17:46:43.807538,80,Not attentive,Center,31.721274712807993,46.2,2,0,0,,0.09
1a3a4875,2025-08-01T17:46:43.867196,81,Not attentive,Center,32.068564818685644,45.6,2,0,0,,0.09
a39d1242,2025-08-01T17:46:43.928704,82,Not attentive,Center,-69.04304710092363,0.0,1,0,0,,0.0
1a3a4875,2025-08-01T17:46:43.928704,82,Not attentive,Center,32.79800633811021,45.0,2,0,0,,0.09
1a3a4875,2025-08-01T17:46:43.996815,83,Not attentive,Center,34.46856298739921,44.4,2,0,0,,0.1
a39d1242,2025-08-01T17:46:44.032921,84,Not attentive,Center,-71.09215099572819,0.0,1,0,0,,0.0
1a3a4875,2025-08-01T17:46:44.032921,84,Not attentive,Center,32.456915118788075,43.9,2,0,0,,0.1
1a3a4875,2025-08-01T17:46:44.095697,85,Not attentive,Center,33.52597895782898,43.4,2,0,0,,0.1
1a3a4875,2025-08-01T17:46:44.128851,86,Not attentive,Center,34.11217047159765,42.9,2,0,0,,0.1
1a3a4875,2025-08-01T17:46:44.163869,87,Not attentive,Center,31.263871751231605,42.4,2,0,0,,0.1
a39d1242,2025-08-01T17:46:44.207373,88,Not attentive,Right,-49.86383662392898,0.0,1,0,0,,0.0
1a3a4875,2025-08-01T17:46:44.207373,88,Not attentive,Center,31.933305790764862,41.9,2,0,0,,0.1
a39d1242,2025-08-01T17:46:44.270638,89,Not attentive,Right,-55.08852988732832,0.0,1,0,0,,0.01
1a3a4875,2025-08-01T17:46:44.270638,89,Not attentive,Center,31.96884097118586,41.4,2,0,0,,0.1
1a3a4875,2025-08-01T17:46:44.343136,90,Not attentive,Center,31.150597330796614,40.9,2,0,0,,0.1
a39d1242,2025-08-01T17:46:44.406254,91,Attentive,Center,-0.7332595457637082,20.0,1,0,0,,0.01
1a3a4875,2025-08-01T17:46:44.406254,91,Not attentive,Center,31.37811790619245,40.4,2,0,0,,0.1
a39d1242,2025-08-01T17:46:44.467724,92,Not attentive,Center,-64.79333081293512,16.7,2,0,0,,0.01
1a3a4875,2025-08-01T17:46:44.467724,92,Not attentive,Center,32.60433602206085,40.0,2,0,0,,0.1
a39d1242,2025-08-01T17:46:44.543971,93,Attentive,Center,1.2259066441302398,28.6,2,0,0,,0.01
1a3a4875,2025-08-01T17:46:44.543971,93,Not attentive,Center,31.99703770995007,39.6,2,0,0,,0.1
fc8e3dfa,2025-08-01T17:46:44.608958,94,Not attentive,Right,15.39040312772316,73.4,5,0,0,,0.11
fc8e3dfa,2025-08-01T17:46:44.608958,94,Not attentive,Center,-48.411577690228725,72.5,5,0,0,,0.11
1a3a4875,2025-08-01T17:46:44.608958,94,Not attentive,Center,32.77245607391224,39.1,2,0,0,,0.11
fc8e3dfa,2025-08-01T17:46:44.669673,95,Not attentive,Right,-43.78481543918954,71.6,5,0,0,,0.11
1a3a4875,2025-08-01T17:46:44.669673,95,Not attentive,Center,32.23390943870248,38.7,2,0,0,,0.11
fc8e3dfa,2025-08-01T17:46:44.742204,96,Not attentive,Right,-36.63849990892836,70.7,5,0,0,,0.11
1a3a4875,2025-08-01T17:46:44.742204,96,Not attentive,Center,32.57690187538382,38.3,2,0,0,,0.11
fc8e3dfa,2025-08-01T17:46:44.808294,97,Not attentive,Center,-29.535390186233286,69.9,5,0,0,,0.11
1a3a4875,2025-08-01T17:46:44.808294,97,Not attentive,Center,31.390370746667532,37.9,2,0,0,,0.11
fc8e3dfa,2025-08-01T17:46:44.873216,98,Not attentive,Center,-27.296354560827623,69.0,5,0,0,,0.11
1a3a4875,2025-08-01T17:46:44.873216,98,Not attentive,Center,31.340212784928877,37.5,2,0,0,,0.11
fc8e3dfa,2025-08-01T17:46:44.927087,99,Not attentive,Center,-25.619599333408015,68.2,5,0,0,,0.11
1a3a4875,2025-08-01T17:46:44.927087,99,Not attentive,Center,32.528375217988064,37.1,2,0,0,,0.11
fc8e3dfa,2025-08-01T17:46:44.969301,100,Attentive,Center,-24.144226133280142,68.6,5,0,0,,0.11
1a3a4875,2025-08-01T17:46:44.969301,100,Not attentive,Center,32.25927390002404,36.7,2,0,0,,0.11
fc8e3dfa,2025-08-01T17:46:45.035893,101,Attentive,Center,-23.738246351777914,69.0,5,0,0,,0.11
1a3a4875,2025-08-01T17:46:45.035893,101,Not attentive,Center,31.42003704850722,36.4,2,0,0,,0.11
fc8e3dfa,2025-08-01T17:46:45.100340,102,Attentive,Center,-23.835334087155125,69.3,5,0,0,,0.11
1a3a4875,2025-08-01T17:46:45.100340,102,Not attentive,Center,33.017180610725866,36.0,2,0,0,,0.11
fc8e3dfa,2025-08-01T17:46:45.169498,103,Attentive,Center,-22.548372125636988,69.7,5,0,0,,0.11
1a3a4875,2025-08-01T17:46:45.169498,103,Not attentive,Center,32.39015571539451,35.6,2,0,0,,0.11
fc8e3dfa,2025-08-01T17:46:45.232757,104,Attentive,Center,-23.106663497121556,70.0,5,0,0,,0.12
1a3a4875,2025-08-01T17:46:45.232757,104,Not attentive,Center,31.080796076622754,35.3,2,0,0,,0.12
fc8e3dfa,2025-08-01T17:46:45.303274,105,Attentive,Center,-22.03221035599397,70.3,5,0,0,,0.12
1a3a4875,2025-08-01T17:46:45.303274,105,Not attentive,Center,33.301293125472895,35.0,2,0,0,,0.12
fc8e3dfa,2025-08-01T17:46:45.363299,106,Attentive,Center,-17.041619916127196,70.7,5,0,0,,0.12
1a3a4875,2025-08-01T17:46:45.363299,106,Not attentive,Center,32.769877854632945,34.6,2,0,0,,0.12
fc8e3dfa,2025-08-01T17:46:45.406267,107,Attentive,Center,-14.902128451673843,71.0,5,0,0,,0.12
1a3a4875,2025-08-01T17:46:45.406267,107,Not attentive,Center,32.999592489635354,34.3,2,0,0,,0.12
fc8e3dfa,2025-08-01T17:46:45.471666,108,Attentive,Center,-16.44459058881813,71.3,5,0,0,,0.12
1a3a4875,2025-08-01T17:46:45.471666,108,Not attentive,Center,33.53132015215159,34.0,2,0,0,,0.12
fc8e3dfa,2025-08-01T17:46:45.546528,109,Attentive,Center,-18.90540146171067,71.6,5,0,0,,0.12
1a3a4875,2025-08-01T17:46:45.546528,109,Not attentive,Center,32.070541173138345,33.6,2,0,0,,0.12
fc8e3dfa,2025-08-01T17:46:45.603552,110,Attentive,Center,-20.57549022105582,71.9,5,0,0,,0.12
1a3a4875,2025-08-01T17:46:45.603552,110,Not attentive,Center,32.807093726381204,33.3,2,0,0,,0.12
fc8e3dfa,2025-08-01T17:46:45.675744,111,Not attentive,Center,-25.799132708688667,71.1,6,0,0,,0.12
1a3a4875,2025-08-01T17:46:45.675744,111,Not attentive,Center,33.30488582291335,33.0,2,0,0,,0.12
fc8e3dfa,2025-08-01T17:46:45.744421,112,Not attentive,Center,-30.96222410049723,70.4,6,0,0,,0.12
1a3a4875,2025-08-01T17:46:45.744421,112,Not attentive,Center,32.716243577193794,32.7,2,0,0,,0.12
1713d225,2025-08-01T17:46:45.802790,113,Not attentive,Center,-46.45874437229951,0.0,1,0,0,,0.0
1a3a4875,2025-08-01T17:46:45.802790,113,Not attentive,Center,32.422741817512645,32.4,2,0,0,,0.13
a39d1242,2025-08-01T17:46:45.873045,114,Not attentive,Left,-7.069938025998864,25.0,3,0,0,,0.03
1a3a4875,2025-08-01T17:46:45.873045,114,Not attentive,Center,33.30933476270386,32.1,2,0,0,,0.13
1a3a4875,2025-08-01T17:46:45.929877,115,Not attentive,Center,32.876259803842075,31.9,2,0,0,,0.13
a39d1242,2025-08-01T17:46:45.972827,116,Attentive,Center,-7.704112200791594,33.3,3,0,0,,0.03
1a3a4875,2025-08-01T17:46:45.972827,116,Not attentive,Center,31.78170286664677,31.6,2,0,0,,0.13
a39d1242,2025-08-01T17:46:46.036377,117,Not attentive,Center,-69.2851462384072,30.0,4,0,0,,0.04
1a3a4875,2025-08-01T17:46:46.036377,117,Not attentive,Center,32.650256953228784,31.3,2,0,0,,0.13
1a3a4875,2025-08-01T17:46:46.098698,118,Not attentive,Center,33.02579727759112,31.0,2,0,0,,0.13
a39d1242,2025-08-01T17:46:46.164052,119,Attentive,Center,3.0798492109574145,36.4,4,0,0,,0.04
1a3a4875,2025-08-01T17:46:46.164052,119,Not attentive,Center,33.161339799807735,30.8,2,0,0,,0.13
a39d1242,2025-08-01T17:46:46.194690,120,Not attentive,Center,-71.37274132057844,33.3,5,0,0,,0.04
1a3a4875,2025-08-01T17:46:46.194690,120,Not attentive,Center,32.245516192492374,30.5,2,0,0,,0.13
1a3a4875,2025-08-01T17:46:46.257975,121,Not attentive,Center,34.83595929384934,30.3,2,0,0,,0.13
a39d1242,2025-08-01T17:46:46.293982,122,Attentive,Center,-4.828493531277064,38.5,5,0,0,,0.04
1a3a4875,2025-08-01T17:46:46.293982,122,Not attentive,Center,32.242412867399956,30.0,2,0,0,,0.13
a39d1242,2025-08-01T17:46:46.330257,123,Not attentive,Center,-69.2878607196137,35.7,6,0,0,,0.04
1a3a4875,2025-08-01T17:46:46.330257,123,Not attentive,Center,31.515844887657682,29.8,2,0,0,,0.13
